	WGD	Rate	Number of Leaves	n	Method	Distance
439	Low WGD	0.01	10	11	Euclidean Min. Ev.	0.224242424242424
440	Low WGD	0.01	10	11	Manhattan NJ	0.0727272727272727
441	Low WGD	0.01	10	11	Manhattan Min. Ev.	0.224242424242424
442	Low WGD	0.01	10	11	MEDALT	0.271212121212121
443	Low WGD	0.01	10	11	MEDICC2	0.0727272727272727
444	High WGD	0.1	15	15	Euclidean NJ	0.212087912087912
445	High WGD	0.1	15	15	Euclidean Min. Ev.	0.212087912087912
446	High WGD	0.1	15	15	Manhattan NJ	0.135164835164835
447	High WGD	0.1	15	15	Manhattan Min. Ev.	0.212087912087912
448	High WGD	0.1	15	15	MEDALT	0.457417582417582
449	High WGD	0.1	15	15	MEDICC2	0.218131868131868
450	No WGD	0.025	5	19	Euclidean NJ	0.0
451	No WGD	0.025	5	19	Euclidean Min. Ev.	0.0
452	No WGD	0.025	5	19	Manhattan NJ	0.0
453	No WGD	0.025	5	19	Manhattan Min. Ev.	0.0
454	No WGD	0.025	5	19	MEDALT	0.133333333333333
455	No WGD	0.025	5	19	MEDICC2	0.0
456	Low WGD	0.01	50	4	Euclidean NJ	0.0496998799519808
457	Low WGD	0.01	50	4	Euclidean Min. Ev.	0.0418087234893958
458	Low WGD	0.01	50	4	Manhattan NJ	0.0401760704281713
459	Low WGD	0.01	50	4	Manhattan Min. Ev.	0.0418087234893958
460	Low WGD	0.01	50	4	MEDALT	0.149127651060424
461	Low WGD	0.01	50	4	MEDICC2	0.0362865146058423
462	No WGD	0.05	10	11	Euclidean NJ	0.0909090909090909
463	No WGD	0.05	10	11	Euclidean Min. Ev.	0.0909090909090909
464	No WGD	0.05	10	11	Manhattan NJ	0.0
465	No WGD	0.05	10	11	Manhattan Min. Ev.	0.0909090909090909
466	No WGD	0.05	10	11	MEDALT	0.456060606060606
467	No WGD	0.05	10	11	MEDICC2	0.0
468	Low WGD	0.025	3	9	Euclidean NJ	0.0
469	Low WGD	0.025	3	9	Euclidean Min. Ev.	0.0
470	Low WGD	0.025	3	9	Manhattan NJ	0.0
471	Low WGD	0.025	3	9	Manhattan Min. Ev.	0.0
472	Low WGD	0.025	3	9	MEDALT	0.5
473	Low WGD	0.025	3	9	MEDICC2	0.0
474	Low WGD	0.025	20	0	Euclidean NJ	0.0150375939849624
475	Low WGD	0.025	20	0	Euclidean Min. Ev.	0.0150375939849624
476	Low WGD	0.025	20	0	Manhattan NJ	0.0
477	Low WGD	0.025	20	0	Manhattan Min. Ev.	0.0150375939849624
478	Low WGD	0.025	20	0	MEDALT	0.262406015037594
479	Low WGD	0.025	20	0	MEDICC2	0.0
480	No WGD	0.05	10	14	Euclidean NJ	0.0
481	No WGD	0.05	10	14	Euclidean Min. Ev.	0.0
482	No WGD	0.05	10	14	Manhattan NJ	0.0
483	No WGD	0.05	10	14	Manhattan Min. Ev.	0.0
484	No WGD	0.05	10	14	MEDALT	0.445454545454545
485	No WGD	0.05	10	14	MEDICC2	0.0
486	Low WGD	0.05	250	15	Euclidean NJ	0.0717532079222945
487	Low WGD	0.05	250	15	Euclidean Min. Ev.	0.177645577813116
488	Low WGD	0.05	250	15	Manhattan NJ	0.0450926894830317
489	Low WGD	0.05	250	15	Manhattan Min. Ev.	0.177645577813116
490	Low WGD	0.05	250	15	MEDALT	0.452684878054823
491	Low WGD	0.05	250	15	MEDICC2	0.100990667721651
492	Low WGD	0.025	50	19	Euclidean NJ	0.0293637454981993
493	Low WGD	0.025	50	19	Euclidean Min. Ev.	0.0592557022809124
494	Low WGD	0.025	50	19	Manhattan NJ	0.007250900360144
495	Low WGD	0.025	50	19	Manhattan Min. Ev.	0.0592557022809124
496	Low WGD	0.025	50	19	MEDALT	0.398655462184874
497	Low WGD	0.025	50	19	MEDICC2	0.0081472589035614
498	High WGD	0.05	15	3	Euclidean NJ	0.0747252747252747
499	High WGD	0.05	15	3	Euclidean Min. Ev.	0.0747252747252747
500	High WGD	0.05	15	3	Manhattan NJ	0.0
501	High WGD	0.05	15	3	Manhattan Min. Ev.	0.0747252747252747
502	High WGD	0.05	15	3	MEDALT	0.243406593406593
503	High WGD	0.05	15	3	MEDICC2	0.0
504	Low WGD	0.05	10	18	Euclidean NJ	0.0242424242424242
505	Low WGD	0.05	10	18	Euclidean Min. Ev.	0.0242424242424242
506	Low WGD	0.05	10	18	Manhattan NJ	0.0242424242424242
507	Low WGD	0.05	10	18	Manhattan Min. Ev.	0.0242424242424242
508	Low WGD	0.05	10	18	MEDALT	0.153030303030303
509	Low WGD	0.05	10	18	MEDICC2	0.0242424242424242
510	Low WGD	0.1	15	10	Euclidean NJ	0.0203296703296703
511	Low WGD	0.1	15	10	Euclidean Min. Ev.	0.0203296703296703
512	Low WGD	0.1	15	10	Manhattan NJ	0.0203296703296703
513	Low WGD	0.1	15	10	Manhattan Min. Ev.	0.0203296703296703
514	Low WGD	0.1	15	10	MEDALT	0.475
515	Low WGD	0.1	15	10	MEDICC2	0.0
516	Low WGD	0.05	5	24	Euclidean NJ	0.0
517	Low WGD	0.05	5	24	Euclidean Min. Ev.	0.0
518	Low WGD	0.05	5	24	Manhattan NJ	0.0
519	Low WGD	0.05	5	24	Manhattan Min. Ev.	0.0
520	Low WGD	0.05	5	24	MEDALT	0.5
521	Low WGD	0.05	5	24	MEDICC2	0.0
522	Low WGD	0.05	3	20	Euclidean NJ	0.0
523	Low WGD	0.05	3	20	Euclidean Min. Ev.	0.0
524	Low WGD	0.05	3	20	Manhattan NJ	0.0
525	Low WGD	0.05	3	20	Manhattan Min. Ev.	0.0
526	Low WGD	0.05	3	20	MEDALT	0.5
527	Low WGD	0.05	3	20	MEDICC2	0.0
528	Low WGD	0.05	5	0	Euclidean NJ	0.2
529	Low WGD	0.05	5	0	Euclidean Min. Ev.	0.2
530	Low WGD	0.05	5	0	Manhattan NJ	0.0
531	Low WGD	0.05	5	0	Manhattan Min. Ev.	0.2
532	Low WGD	0.05	5	0	MEDALT	0.5
533	Low WGD	0.05	5	0	MEDICC2	0.0
534	High WGD	0.1	3	1	Euclidean NJ	0.0
535	High WGD	0.1	3	1	Euclidean Min. Ev.	0.0
536	High WGD	0.1	3	1	Manhattan NJ	0.0
537	High WGD	0.1	3	1	Manhattan Min. Ev.	0.0
538	High WGD	0.1	3	1	MEDALT	0.5
539	High WGD	0.1	3	1	MEDICC2	0.0
540	Low WGD	0.075	5	4	Euclidean NJ	0.266666666666667
541	Low WGD	0.075	5	4	Euclidean Min. Ev.	0.266666666666667
542	Low WGD	0.075	5	4	Manhattan NJ	0.0
543	Low WGD	0.075	5	4	Manhattan Min. Ev.	0.266666666666667
544	Low WGD	0.075	5	4	MEDALT	0.5
545	Low WGD	0.075	5	4	MEDICC2	0.0
546	High WGD	0.1	15	17	Euclidean NJ	0.0
547	High WGD	0.1	15	17	Euclidean Min. Ev.	0.0
548	High WGD	0.1	15	17	Manhattan NJ	0.0
549	High WGD	0.1	15	17	Manhattan Min. Ev.	0.0
550	High WGD	0.1	15	17	MEDALT	0.432142857142857
551	High WGD	0.1	15	17	MEDICC2	0.0
552	High WGD	0.1	3	9	Euclidean NJ	0.0
553	High WGD	0.1	3	9	Euclidean Min. Ev.	0.0
554	High WGD	0.1	3	9	Manhattan NJ	0.0
555	High WGD	0.1	3	9	Manhattan Min. Ev.	0.0
556	High WGD	0.1	3	9	MEDALT	0.5
557	High WGD	0.1	3	9	MEDICC2	0.0
558	No WGD	0.075	10	14	Euclidean NJ	0.0
559	No WGD	0.075	10	14	Euclidean Min. Ev.	0.163636363636364
560	No WGD	0.075	10	14	Manhattan NJ	0.0
561	No WGD	0.075	10	14	Manhattan Min. Ev.	0.163636363636364
562	No WGD	0.075	10	14	MEDALT	0.445454545454545
563	No WGD	0.075	10	14	MEDICC2	0.0
564	High WGD	0.075	15	14	Euclidean NJ	0.0
565	High WGD	0.075	15	14	Euclidean Min. Ev.	0.0
566	High WGD	0.075	15	14	Manhattan NJ	0.0
567	High WGD	0.075	15	14	Manhattan Min. Ev.	0.0
568	High WGD	0.075	15	14	MEDALT	0.492032967032967
569	High WGD	0.075	15	14	MEDICC2	0.0
570	High WGD	0.025	5	0	Euclidean NJ	0.2
571	High WGD	0.025	5	0	Euclidean Min. Ev.	0.2
572	High WGD	0.025	5	0	Manhattan NJ	0.0
573	High WGD	0.025	5	0	Manhattan Min. Ev.	0.2
574	High WGD	0.025	5	0	MEDALT	0.5
575	High WGD	0.025	5	0	MEDICC2	0.0
576	Low WGD	0.1	10	24	Euclidean NJ	0.0909090909090909
577	Low WGD	0.1	10	24	Euclidean Min. Ev.	0.0909090909090909
578	Low WGD	0.1	10	24	Manhattan NJ	0.0484848484848485
579	Low WGD	0.1	10	24	Manhattan Min. Ev.	0.0909090909090909
580	Low WGD	0.1	10	24	MEDALT	0.277272727272727
581	Low WGD	0.1	10	24	MEDICC2	0.0666666666666667
582	No WGD	0.1	3	11	Euclidean NJ	1.0
583	No WGD	0.1	3	11	Euclidean Min. Ev.	1.0
584	No WGD	0.1	3	11	Manhattan NJ	0.0
585	No WGD	0.1	3	11	Manhattan Min. Ev.	1.0
586	No WGD	0.1	3	11	MEDALT	0.5
587	No WGD	0.1	3	11	MEDICC2	0.0
588	No WGD	0.01	15	18	Euclidean NJ	0.132967032967033
589	No WGD	0.01	15	18	Euclidean Min. Ev.	0.201098901098901
590	No WGD	0.01	15	18	Manhattan NJ	0.125824175824176
591	No WGD	0.01	15	18	Manhattan Min. Ev.	0.201098901098901
592	No WGD	0.01	15	18	MEDALT	0.211263736263736
593	No WGD	0.01	15	18	MEDICC2	0.165384615384615
594	No WGD	0.025	20	2	Euclidean NJ	0.0056808688387635
595	No WGD	0.025	20	2	Euclidean Min. Ev.	0.0056808688387635
596	No WGD	0.025	20	2	Manhattan NJ	0.0056808688387635
597	No WGD	0.025	20	2	Manhattan Min. Ev.	0.0056808688387635
598	No WGD	0.025	20	2	MEDALT	0.27702589807853
599	No WGD	0.025	20	2	MEDICC2	0.0056808688387635
600	Low WGD	0.075	3	19	Euclidean NJ	0.0
601	Low WGD	0.075	3	19	Euclidean Min. Ev.	0.0
602	Low WGD	0.075	3	19	Manhattan NJ	0.0
603	Low WGD	0.075	3	19	Manhattan Min. Ev.	0.0
604	Low WGD	0.075	3	19	MEDALT	0.5
605	Low WGD	0.075	3	19	MEDICC2	0.0
606	Low WGD	0.075	5	7	Euclidean NJ	0.2
607	Low WGD	0.075	5	7	Euclidean Min. Ev.	0.2
608	Low WGD	0.075	5	7	Manhattan NJ	0.0
609	Low WGD	0.075	5	7	Manhattan Min. Ev.	0.2
610	Low WGD	0.075	5	7	MEDALT	0.5
611	Low WGD	0.075	5	7	MEDICC2	0.2
612	No WGD	0.05	3	0	Euclidean NJ	0.0
613	No WGD	0.05	3	0	Euclidean Min. Ev.	0.0
614	No WGD	0.05	3	0	Manhattan NJ	0.0
615	No WGD	0.05	3	0	Manhattan Min. Ev.	0.0
616	No WGD	0.05	3	0	MEDALT	0.5
617	No WGD	0.05	3	0	MEDICC2	0.0
618	No WGD	0.1	10	11	Euclidean NJ	0.0909090909090909
619	No WGD	0.1	10	11	Euclidean Min. Ev.	0.0909090909090909
620	No WGD	0.1	10	11	Manhattan NJ	0.0
621	No WGD	0.1	10	11	Manhattan Min. Ev.	0.0909090909090909
622	No WGD	0.1	10	11	MEDALT	0.5
623	No WGD	0.1	10	11	MEDICC2	0.0
624	Low WGD	0.05	250	5	Euclidean NJ	0.0987354739611318
625	Low WGD	0.05	250	5	Euclidean Min. Ev.	0.0970995706253881
626	Low WGD	0.05	250	5	Manhattan NJ	0.0194808422741215
627	Low WGD	0.05	250	5	Manhattan Min. Ev.	0.0970995706253881
628	Low WGD	0.05	250	5	MEDALT	0.434473817129461
629	Low WGD	0.05	250	5	MEDICC2	0.0643626876094534
630	No WGD	0.01	5	3	Euclidean NJ	0.0
631	No WGD	0.01	5	3	Euclidean Min. Ev.	0.0
632	No WGD	0.01	5	3	Manhattan NJ	0.0
633	No WGD	0.01	5	3	Manhattan Min. Ev.	0.0
634	No WGD	0.01	5	3	MEDALT	0.3
635	No WGD	0.01	5	3	MEDICC2	0.0
636	Low WGD	0.05	5	13	Euclidean NJ	0.266666666666667
637	Low WGD	0.05	5	13	Euclidean Min. Ev.	0.266666666666667
638	Low WGD	0.05	5	13	Manhattan NJ	0.0
639	Low WGD	0.05	5	13	Manhattan Min. Ev.	0.266666666666667
640	Low WGD	0.05	5	13	MEDALT	0.3
641	Low WGD	0.05	5	13	MEDICC2	0.0
642	Low WGD	0.05	15	15	Euclidean NJ	0.0142857142857143
643	Low WGD	0.05	15	15	Euclidean Min. Ev.	0.0142857142857143
644	Low WGD	0.05	15	15	Manhattan NJ	0.0527472527472527
645	Low WGD	0.05	15	15	Manhattan Min. Ev.	0.0142857142857143
646	Low WGD	0.05	15	15	MEDALT	0.388736263736264
647	Low WGD	0.05	15	15	MEDICC2	0.0
648	Low WGD	0.025	3	10	Euclidean NJ	0.0
649	Low WGD	0.025	3	10	Euclidean Min. Ev.	0.0
650	Low WGD	0.025	3	10	Manhattan NJ	0.0
651	Low WGD	0.025	3	10	Manhattan Min. Ev.	0.0
652	Low WGD	0.025	3	10	MEDALT	0.5
653	Low WGD	0.025	3	10	MEDICC2	0.0
654	High WGD	0.1	10	19	Euclidean NJ	0.109090909090909
655	High WGD	0.1	10	19	Euclidean Min. Ev.	0.109090909090909
656	High WGD	0.1	10	19	Manhattan NJ	0.109090909090909
657	High WGD	0.1	10	19	Manhattan Min. Ev.	0.109090909090909
658	High WGD	0.1	10	19	MEDALT	0.5
659	High WGD	0.1	10	19	MEDICC2	0.109090909090909
660	High WGD	0.075	5	4	Euclidean NJ	0.2
661	High WGD	0.075	5	4	Euclidean Min. Ev.	0.0
662	High WGD	0.075	5	4	Manhattan NJ	0.0
663	High WGD	0.075	5	4	Manhattan Min. Ev.	0.0
664	High WGD	0.075	5	4	MEDALT	0.5
665	High WGD	0.075	5	4	MEDICC2	0.0
666	High WGD	0.1	15	8	Euclidean NJ	0.145054945054945
667	High WGD	0.1	15	8	Euclidean Min. Ev.	0.145054945054945
668	High WGD	0.1	15	8	Manhattan NJ	0.123076923076923
669	High WGD	0.1	15	8	Manhattan Min. Ev.	0.145054945054945
670	High WGD	0.1	15	8	MEDALT	0.475
671	High WGD	0.1	15	8	MEDICC2	0.0
672	Low WGD	0.01	100	12	Euclidean NJ	0.0176297629762976
673	Low WGD	0.01	100	12	Euclidean Min. Ev.	0.0161315723409076
674	Low WGD	0.01	100	12	Manhattan NJ	0.01284765211215
675	Low WGD	0.01	100	12	Manhattan Min. Ev.	0.0161315723409076
676	Low WGD	0.01	100	12	MEDALT	0.137226620621246
677	Low WGD	0.01	100	12	MEDICC2	0.0097077462848325
678	High WGD	0.1	10	4	Euclidean NJ	0.0606060606060606
679	High WGD	0.1	10	4	Euclidean Min. Ev.	0.0606060606060606
680	High WGD	0.1	10	4	Manhattan NJ	0.0606060606060606
681	High WGD	0.1	10	4	Manhattan Min. Ev.	0.0606060606060606
682	High WGD	0.1	10	4	MEDALT	0.259090909090909
683	High WGD	0.1	10	4	MEDICC2	0.0
684	Low WGD	0.025	15	7	Euclidean NJ	0.0313186813186813
685	Low WGD	0.025	15	7	Euclidean Min. Ev.	0.0445054945054945
686	Low WGD	0.025	15	7	Manhattan NJ	0.0131868131868132
687	Low WGD	0.025	15	7	Manhattan Min. Ev.	0.0445054945054945
688	Low WGD	0.025	15	7	MEDALT	0.323076923076923
689	Low WGD	0.025	15	7	MEDICC2	0.0
690	High WGD	0.025	3	14	Euclidean NJ	0.0
691	High WGD	0.025	3	14	Euclidean Min. Ev.	0.0
692	High WGD	0.025	3	14	Manhattan NJ	0.0
693	High WGD	0.025	3	14	Manhattan Min. Ev.	0.0
694	High WGD	0.025	3	14	MEDALT	0.5
695	High WGD	0.025	3	14	MEDICC2	0.0
696	Low WGD	0.025	20	21	Euclidean NJ	0.0
697	Low WGD	0.025	20	21	Euclidean Min. Ev.	0.0150375939849624
698	Low WGD	0.025	20	21	Manhattan NJ	0.0280701754385965
699	Low WGD	0.025	20	21	Manhattan Min. Ev.	0.0150375939849624
700	Low WGD	0.025	20	21	MEDALT	0.503926482873851
701	Low WGD	0.025	20	21	MEDICC2	0.0150375939849624
702	Low WGD	0.05	20	21	Euclidean NJ	0.112949039264829
703	Low WGD	0.05	20	21	Euclidean Min. Ev.	0.112949039264829
704	Low WGD	0.05	20	21	Manhattan NJ	0.0
705	Low WGD	0.05	20	21	Manhattan Min. Ev.	0.112949039264829
706	Low WGD	0.05	20	21	MEDALT	0.471512113617377
707	Low WGD	0.05	20	21	MEDICC2	0.0467836257309941
708	Low WGD	0.075	3	0	Euclidean NJ	0.0
709	Low WGD	0.075	3	0	Euclidean Min. Ev.	0.0
710	Low WGD	0.075	3	0	Manhattan NJ	0.0
711	Low WGD	0.075	3	0	Manhattan Min. Ev.	0.0
712	Low WGD	0.075	3	0	MEDALT	0.5
713	Low WGD	0.075	3	0	MEDICC2	0.0
714	Low WGD	0.01	100	15	Euclidean NJ	0.0651341868880766
715	Low WGD	0.01	100	15	Euclidean Min. Ev.	0.0150328502237979
716	Low WGD	0.01	100	15	Manhattan NJ	0.0749154099083378
717	Low WGD	0.01	100	15	Manhattan Min. Ev.	0.0150328502237979
718	Low WGD	0.01	100	15	MEDALT	0.215855054893244
719	Low WGD	0.01	100	15	MEDICC2	0.0117597065829032
720	Low WGD	0.075	15	16	Euclidean NJ	0.0071428571428571
721	Low WGD	0.075	15	16	Euclidean Min. Ev.	0.0
722	Low WGD	0.075	15	16	Manhattan NJ	0.0
723	Low WGD	0.075	15	16	Manhattan Min. Ev.	0.0
724	Low WGD	0.075	15	16	MEDALT	0.425824175824176
725	Low WGD	0.075	15	16	MEDICC2	0.0
726	Low WGD	0.05	5	18	Euclidean NJ	0.0
727	Low WGD	0.05	5	18	Euclidean Min. Ev.	0.0
728	Low WGD	0.05	5	18	Manhattan NJ	0.0
729	Low WGD	0.05	5	18	Manhattan Min. Ev.	0.0
730	Low WGD	0.05	5	18	MEDALT	0.5
731	Low WGD	0.05	5	18	MEDICC2	0.0
732	No WGD	0.1	3	20	Euclidean NJ	0.0
733	No WGD	0.1	3	20	Euclidean Min. Ev.	0.0
734	No WGD	0.1	3	20	Manhattan NJ	0.0
735	No WGD	0.1	3	20	Manhattan Min. Ev.	0.0
736	No WGD	0.1	3	20	MEDALT	0.5
737	No WGD	0.1	3	20	MEDICC2	0.0
738	High WGD	0.075	5	23	Euclidean NJ	0.0
739	High WGD	0.075	5	23	Euclidean Min. Ev.	0.0
740	High WGD	0.075	5	23	Manhattan NJ	0.0
741	High WGD	0.075	5	23	Manhattan Min. Ev.	0.0
742	High WGD	0.075	5	23	MEDALT	0.3
743	High WGD	0.075	5	23	MEDICC2	0.0
744	Low WGD	0.05	10	23	Euclidean NJ	0.0
745	Low WGD	0.05	10	23	Euclidean Min. Ev.	0.0
746	Low WGD	0.05	10	23	Manhattan NJ	0.0
747	Low WGD	0.05	10	23	Manhattan Min. Ev.	0.0
748	Low WGD	0.05	10	23	MEDALT	0.5
749	Low WGD	0.05	10	23	MEDICC2	0.0
750	No WGD	0.05	20	12	Euclidean NJ	0.0384294068504595
751	No WGD	0.05	20	12	Euclidean Min. Ev.	0.0030075187969924
752	No WGD	0.05	20	12	Manhattan NJ	0.0253968253968254
753	No WGD	0.05	20	12	Manhattan Min. Ev.	0.0030075187969924
754	No WGD	0.05	20	12	MEDALT	0.325647451963241
755	No WGD	0.05	20	12	MEDICC2	0.0230576441102757
756	No WGD	0.1	15	18	Euclidean NJ	0.0967032967032967
757	No WGD	0.1	15	18	Euclidean Min. Ev.	0.0967032967032967
758	No WGD	0.1	15	18	Manhattan NJ	0.0395604395604396
759	No WGD	0.1	15	18	Manhattan Min. Ev.	0.0967032967032967
760	No WGD	0.1	15	18	MEDALT	0.439285714285714
761	No WGD	0.1	15	18	MEDICC2	0.0615384615384615
762	Low WGD	0.01	20	19	Euclidean NJ	0.20484544695071
763	Low WGD	0.01	20	19	Euclidean Min. Ev.	0.161069340016708
764	Low WGD	0.01	20	19	Manhattan NJ	0.164076858813701
765	Low WGD	0.01	20	19	Manhattan Min. Ev.	0.161069340016708
766	Low WGD	0.01	20	19	MEDALT	0.214619883040936
767	Low WGD	0.01	20	19	MEDICC2	0.174101921470343
768	High WGD	0.025	10	22	Euclidean NJ	0.0
769	High WGD	0.025	10	22	Euclidean Min. Ev.	0.0
770	High WGD	0.025	10	22	Manhattan NJ	0.0
771	High WGD	0.025	10	22	Manhattan Min. Ev.	0.0
772	High WGD	0.025	10	22	MEDALT	0.440909090909091
773	High WGD	0.025	10	22	MEDICC2	0.0
774	Low WGD	0.05	50	0	Euclidean NJ	0.0247058823529412
775	Low WGD	0.05	50	0	Euclidean Min. Ev.	0.0198639455782313
776	Low WGD	0.05	50	0	Manhattan NJ	0.0191036414565826
777	Low WGD	0.05	50	0	Manhattan Min. Ev.	0.0198639455782313
778	Low WGD	0.05	50	0	MEDALT	0.238549419767907
779	Low WGD	0.05	50	0	MEDICC2	0.0231052420968387
780	High WGD	0.01	20	14	Euclidean NJ	0.237259816207185
781	High WGD	0.01	20	14	Euclidean Min. Ev.	0.276023391812866
782	High WGD	0.01	20	14	Manhattan NJ	0.110275689223058
783	High WGD	0.01	20	14	Manhattan Min. Ev.	0.276023391812866
784	High WGD	0.01	20	14	MEDALT	0.266833751044277
785	High WGD	0.01	20	14	MEDICC2	0.0992481203007519
786	Low WGD	0.075	20	20	Euclidean NJ	0.0578111946532999
787	Low WGD	0.075	20	20	Euclidean Min. Ev.	0.0578111946532999
788	Low WGD	0.075	20	20	Manhattan NJ	0.0795321637426901
789	Low WGD	0.075	20	20	Manhattan Min. Ev.	0.0578111946532999
790	Low WGD	0.075	20	20	MEDALT	0.350208855472013
791	Low WGD	0.075	20	20	MEDICC2	0.0150375939849624
792	Low WGD	0.025	5	8	Euclidean NJ	0.2
793	Low WGD	0.025	5	8	Euclidean Min. Ev.	0.2
794	Low WGD	0.025	5	8	Manhattan NJ	0.0
795	Low WGD	0.025	5	8	Manhattan Min. Ev.	0.2
796	Low WGD	0.025	5	8	MEDALT	0.1
797	Low WGD	0.025	5	8	MEDICC2	0.2
798	Low WGD	0.1	20	1	Euclidean NJ	0.188471177944862
799	Low WGD	0.1	20	1	Euclidean Min. Ev.	0.159732664995823
800	Low WGD	0.1	20	1	Manhattan NJ	0.0056808688387635
801	Low WGD	0.1	20	1	Manhattan Min. Ev.	0.159732664995823
802	Low WGD	0.1	20	1	MEDALT	0.485714285714286
803	Low WGD	0.1	20	1	MEDICC2	0.0056808688387635
804	Low WGD	0.025	3	13	Euclidean NJ	0
805	Low WGD	0.025	3	13	Euclidean Min. Ev.	0
806	Low WGD	0.025	3	13	Manhattan NJ	0
807	Low WGD	0.025	3	13	Manhattan Min. Ev.	0
808	Low WGD	0.025	3	13	MEDALT	0
809	Low WGD	0.025	3	13	MEDICC2	0
810	High WGD	0.1	20	1	Euclidean NJ	0.176775271512114
811	High WGD	0.1	20	1	Euclidean Min. Ev.	0.165079365079365
812	High WGD	0.1	20	1	Manhattan NJ	0.152046783625731
813	High WGD	0.1	20	1	Manhattan Min. Ev.	0.165079365079365
814	High WGD	0.1	20	1	MEDALT	0.432163742690058
815	High WGD	0.1	20	1	MEDICC2	0.0106934001670844
816	No WGD	0.01	20	16	Euclidean NJ	0.04578111946533
817	No WGD	0.01	20	16	Euclidean Min. Ev.	0.04578111946533
818	No WGD	0.01	20	16	Manhattan NJ	0.04578111946533
819	No WGD	0.01	20	16	Manhattan Min. Ev.	0.04578111946533
820	No WGD	0.01	20	16	MEDALT	0.253550543024227
821	No WGD	0.01	20	16	MEDICC2	0.04578111946533
822	No WGD	0.1	10	19	Euclidean NJ	0.096969696969697
823	No WGD	0.1	10	19	Euclidean Min. Ev.	0.096969696969697
824	No WGD	0.1	10	19	Manhattan NJ	0.0
825	No WGD	0.1	10	19	Manhattan Min. Ev.	0.096969696969697
826	No WGD	0.1	10	19	MEDALT	0.5
827	No WGD	0.1	10	19	MEDICC2	0.0
828	Low WGD	0.01	100	19	Euclidean NJ	0.155276180679292
829	Low WGD	0.01	100	19	Euclidean Min. Ev.	0.117225273547763
830	Low WGD	0.01	100	19	Manhattan NJ	0.131450859371651
831	Low WGD	0.01	100	19	Manhattan Min. Ev.	0.117225273547763
832	Low WGD	0.01	100	19	MEDALT	0.314454465854749
833	Low WGD	0.01	100	19	MEDICC2	0.0112843121046799
834	No WGD	0.05	15	11	Euclidean NJ	0.112087912087912
835	No WGD	0.05	15	11	Euclidean Min. Ev.	0.0725274725274725
836	No WGD	0.05	15	11	Manhattan NJ	0.0263736263736264
837	No WGD	0.05	15	11	Manhattan Min. Ev.	0.0725274725274725
838	No WGD	0.05	15	11	MEDALT	0.292307692307692
839	No WGD	0.05	15	11	MEDICC2	0.0
840	Low WGD	0.05	100	0	Euclidean NJ	0.05855067139367
841	Low WGD	0.05	100	0	Euclidean Min. Ev.	0.0175310592283718
842	Low WGD	0.05	100	0	Manhattan NJ	0.0073378766448073
843	Low WGD	0.05	100	0	Manhattan Min. Ev.	0.0175310592283718
844	Low WGD	0.05	100	0	MEDALT	0.397493463632077
845	Low WGD	0.05	100	0	MEDICC2	0.0032324865139575
846	Low WGD	0.01	3	21	Euclidean NJ	0
847	Low WGD	0.01	3	21	Euclidean Min. Ev.	0
848	Low WGD	0.01	3	21	Manhattan NJ	0
849	Low WGD	0.01	3	21	Manhattan Min. Ev.	0
850	Low WGD	0.01	3	21	MEDALT	0
851	Low WGD	0.01	3	21	MEDICC2	0
852	High WGD	0.075	15	4	Euclidean NJ	0.0923076923076923
853	High WGD	0.075	15	4	Euclidean Min. Ev.	0.0923076923076923
854	High WGD	0.075	15	4	Manhattan NJ	0.0
855	High WGD	0.075	15	4	Manhattan Min. Ev.	0.0923076923076923
856	High WGD	0.075	15	4	MEDALT	0.331593406593407
857	High WGD	0.075	15	4	MEDICC2	0.0
858	Low WGD	0.01	100	13	Euclidean NJ	0.136386046767942
859	Low WGD	0.01	100	13	Euclidean Min. Ev.	0.139656986106774
860	Low WGD	0.01	100	13	Manhattan NJ	0.111479392837243
861	Low WGD	0.01	100	13	Manhattan Min. Ev.	0.139656986106774
862	Low WGD	0.01	100	13	MEDALT	0.290722582462328
863	Low WGD	0.01	100	13	MEDICC2	0.116962226834928
864	High WGD	0.075	5	13	Euclidean NJ	0.0
865	High WGD	0.075	5	13	Euclidean Min. Ev.	0.0
866	High WGD	0.075	5	13	Manhattan NJ	0.0
867	High WGD	0.075	5	13	Manhattan Min. Ev.	0.0
868	High WGD	0.075	5	13	MEDALT	0.3
869	High WGD	0.075	5	13	MEDICC2	0.0
870	Low WGD	0.025	100	9	Euclidean NJ	0.0917455010807203
871	Low WGD	0.025	100	9	Euclidean Min. Ev.	0.0788229026984331
872	Low WGD	0.025	100	9	Manhattan NJ	0.0130925745635788
873	Low WGD	0.025	100	9	Manhattan Min. Ev.	0.0788229026984331
874	Low WGD	0.025	100	9	MEDALT	0.331549073274674
875	Low WGD	0.025	100	9	MEDICC2	0.007634722655939
876	No WGD	0.05	3	7	Euclidean NJ	0.0
877	No WGD	0.05	3	7	Euclidean Min. Ev.	0.0
878	No WGD	0.05	3	7	Manhattan NJ	0.0
879	No WGD	0.05	3	7	Manhattan Min. Ev.	0.0
880	No WGD	0.05	3	7	MEDALT	0.5
881	No WGD	0.05	3	7	MEDICC2	0.0
882	Low WGD	0.05	50	11	Euclidean NJ	0.0074189675870348
883	Low WGD	0.05	50	11	Euclidean Min. Ev.	0.006890756302521
884	Low WGD	0.05	50	11	Manhattan NJ	0.00625050020008
