	WGD	Rate	Number of Leaves	n	Method	Distance
2342	High WGD	0.1	10	24	Manhattan NJ	0.135111618561446
2343	High WGD	0.1	10	24	Manhattan Min. Ev.	0.275535229852169
2344	High WGD	0.1	10	24	MEDALT	0.880885422047503
2345	High WGD	0.1	10	24	MEDICC2	0.0
2346	Low WGD	0.1	20	23	Euclidean NJ	0.138086445341081
2347	Low WGD	0.1	20	23	Euclidean Min. Ev.	0.0793223422920055
2348	Low WGD	0.1	20	23	Manhattan NJ	0.0465472789641065
2349	Low WGD	0.1	20	23	Manhattan Min. Ev.	0.0793223422920055
2350	Low WGD	0.1	20	23	MEDALT	0.776882396747495
2351	Low WGD	0.1	20	23	MEDICC2	0.142405389882683
2352	No WGD	0.1	10	1	Euclidean NJ	0
2353	No WGD	0.1	10	1	Euclidean Min. Ev.	0
2354	No WGD	0.1	10	1	Manhattan NJ	0
2355	No WGD	0.1	10	1	Manhattan Min. Ev.	0
2356	No WGD	0.1	10	1	MEDALT	1
2357	No WGD	0.1	10	1	MEDICC2	0
2358	High WGD	0.05	20	5	Euclidean NJ	0.19338186682444
2359	High WGD	0.05	20	5	Euclidean Min. Ev.	0.19338186682444
2360	High WGD	0.05	20	5	Manhattan NJ	0.110162857837015
2361	High WGD	0.05	20	5	Manhattan Min. Ev.	0.19338186682444
2362	High WGD	0.05	20	5	MEDALT	0.671927508206981
2363	High WGD	0.05	20	5	MEDICC2	0.034924860659023
2364	Low WGD	0.01	15	2	Euclidean NJ	0.219930264895599
2365	Low WGD	0.01	15	2	Euclidean Min. Ev.	0.219930264895599
2366	Low WGD	0.01	15	2	Manhattan NJ	0.160156155265972
2367	Low WGD	0.01	15	2	Manhattan Min. Ev.	0.219930264895599
2368	Low WGD	0.01	15	2	MEDALT	0.31775238233323
2369	Low WGD	0.01	15	2	MEDICC2	0.0969969827271372
2370	Low WGD	0.05	250	0	Euclidean NJ	0.217865891127374
2371	Low WGD	0.05	250	0	Euclidean Min. Ev.	0.239205368909555
2372	Low WGD	0.05	250	0	Manhattan NJ	0.147252396786231
2373	Low WGD	0.05	250	0	Manhattan Min. Ev.	0.239205368909555
2374	Low WGD	0.05	250	0	MEDALT	0.67881492317859
2375	Low WGD	0.05	250	0	MEDICC2	0.12494999944139
2376	No WGD	0.1	15	15	Euclidean NJ	0.29225880496977
2377	No WGD	0.1	15	15	Euclidean Min. Ev.	0.293859028870157
2378	No WGD	0.1	15	15	Manhattan NJ	0.0926940226427961
2379	No WGD	0.1	15	15	Manhattan Min. Ev.	0.293859028870157
2380	No WGD	0.1	15	15	MEDALT	1.0
2381	No WGD	0.1	15	15	MEDICC2	0.135212689918129
2382	High WGD	0.01	15	0	Euclidean NJ	0.17424390110602
2383	High WGD	0.01	15	0	Euclidean Min. Ev.	0.264107572219995
2384	High WGD	0.01	15	0	Manhattan NJ	0.350991668182665
2385	High WGD	0.01	15	0	Manhattan Min. Ev.	0.264107572219995
2386	High WGD	0.01	15	0	MEDALT	0.295700329190484
2387	High WGD	0.01	15	0	MEDICC2	0.184792010937321
2388	High WGD	0.05	20	18	Euclidean NJ	0.116023229416143
2389	High WGD	0.05	20	18	Euclidean Min. Ev.	0.154149173284469
2390	High WGD	0.05	20	18	Manhattan NJ	0.0465287303309701
2391	High WGD	0.05	20	18	Manhattan Min. Ev.	0.154149173284469
2392	High WGD	0.05	20	18	MEDALT	0.511326131598526
2393	High WGD	0.05	20	18	MEDICC2	0.0
2394	High WGD	0.1	15	2	Euclidean NJ	0.201381476205568
2395	High WGD	0.1	15	2	Euclidean Min. Ev.	0.148939956747558
2396	High WGD	0.1	15	2	Manhattan NJ	0.148939956747558
2397	High WGD	0.1	15	2	Manhattan Min. Ev.	0.148939956747558
2398	High WGD	0.1	15	2	MEDALT	1.0
2399	High WGD	0.1	15	2	MEDICC2	0.0
2400	High WGD	0.075	10	12	Euclidean NJ	0.0
2401	High WGD	0.075	10	12	Euclidean Min. Ev.	0.117488658470283
2402	High WGD	0.075	10	12	Manhattan NJ	0.100741065985611
2403	High WGD	0.075	10	12	Manhattan Min. Ev.	0.117488658470283
2404	High WGD	0.075	10	12	MEDALT	1.0
2405	High WGD	0.075	10	12	MEDICC2	0.0
2406	Low WGD	0.05	500	9	Euclidean NJ	0.265496175558944
2407	Low WGD	0.05	500	9	Euclidean Min. Ev.	0.251659842697457
2408	Low WGD	0.05	500	9	Manhattan NJ	0.220563609977672
2409	Low WGD	0.05	500	9	Manhattan Min. Ev.	0.251659842697457
2410	Low WGD	0.05	500	9	MEDALT	0.524292975462461
2411	Low WGD	0.05	500	9	MEDICC2	0.179961905648338
2412	Low WGD	0.01	500	7	Euclidean NJ	0.197368893270814
2413	Low WGD	0.01	500	7	Euclidean Min. Ev.	0.181460804584911
2414	Low WGD	0.01	500	7	Manhattan NJ	0.154150546920794
2415	Low WGD	0.01	500	7	Manhattan Min. Ev.	0.181460804584911
2416	Low WGD	0.01	500	7	MEDALT	0.379846577008127
2417	Low WGD	0.01	500	7	MEDICC2	0.145694543690268
2418	No WGD	0.075	15	13	Euclidean NJ	0.046474394295754
2419	No WGD	0.075	15	13	Euclidean Min. Ev.	0.046474394295754
2420	No WGD	0.075	15	13	Manhattan NJ	0.046474394295754
2421	No WGD	0.075	15	13	Manhattan Min. Ev.	0.046474394295754
2422	No WGD	0.075	15	13	MEDALT	0.942565718458688
2423	No WGD	0.075	15	13	MEDICC2	0.167038165785196
2424	Low WGD	0.01	50	9	Euclidean NJ	0.171884087340206
2425	Low WGD	0.01	50	9	Euclidean Min. Ev.	0.168907893320001
2426	Low WGD	0.01	50	9	Manhattan NJ	0.117734025929254
2427	Low WGD	0.01	50	9	Manhattan Min. Ev.	0.168907893320001
2428	Low WGD	0.01	50	9	MEDALT	0.458868044159883
2429	Low WGD	0.01	50	9	MEDICC2	0.0972568573668568
2430	High WGD	0.075	10	23	Euclidean NJ	0.199640765919599
2431	High WGD	0.075	10	23	Euclidean Min. Ev.	0.115563615913069
2432	High WGD	0.075	10	23	Manhattan NJ	0.0
2433	High WGD	0.075	10	23	Manhattan Min. Ev.	0.115563615913069
2434	High WGD	0.075	10	23	MEDALT	1.0
2435	High WGD	0.075	10	23	MEDICC2	0.0
2436	No WGD	0.05	5	10	Euclidean NJ	0.0
2437	No WGD	0.05	5	10	Euclidean Min. Ev.	0.0
2438	No WGD	0.05	5	10	Manhattan NJ	0.0
2439	No WGD	0.05	5	10	Manhattan Min. Ev.	0.0
2440	No WGD	0.05	5	10	MEDALT	0.193126721428565
2441	No WGD	0.05	5	10	MEDICC2	0.0
2442	High WGD	0.075	20	7	Euclidean NJ	0.0811935544051799
2443	High WGD	0.075	20	7	Euclidean Min. Ev.	0.159859460148352
2444	High WGD	0.075	20	7	Manhattan NJ	0.0
2445	High WGD	0.075	20	7	Manhattan Min. Ev.	0.159859460148352
2446	High WGD	0.075	20	7	MEDALT	0.710555371521015
2447	High WGD	0.075	20	7	MEDICC2	0.0492760317769409
2448	High WGD	0.05	20	16	Euclidean NJ	0.208248280799593
2449	High WGD	0.05	20	16	Euclidean Min. Ev.	0.157936173025713
2450	High WGD	0.05	20	16	Manhattan NJ	0.130388332974695
2451	High WGD	0.05	20	16	Manhattan Min. Ev.	0.157936173025713
2452	High WGD	0.05	20	16	MEDALT	0.855710065651315
2453	High WGD	0.05	20	16	MEDICC2	0.219610666025342
2454	High WGD	0.01	5	12	Euclidean NJ	0.0
2455	High WGD	0.01	5	12	Euclidean Min. Ev.	0.0
2456	High WGD	0.01	5	12	Manhattan NJ	0.0
2457	High WGD	0.01	5	12	Manhattan Min. Ev.	0.0
2458	High WGD	0.01	5	12	MEDALT	0.105526590680932
2459	High WGD	0.01	5	12	MEDICC2	0.0
2460	No WGD	0.1	3	7	Euclidean NJ	0
2461	No WGD	0.1	3	7	Euclidean Min. Ev.	0
2462	No WGD	0.1	3	7	Manhattan NJ	0
2463	No WGD	0.1	3	7	Manhattan Min. Ev.	0
2464	No WGD	0.1	3	7	MEDALT	1
2465	No WGD	0.1	3	7	MEDICC2	0
2466	Low WGD	0.1	15	19	Euclidean NJ	0.190265741256887
2467	Low WGD	0.1	15	19	Euclidean Min. Ev.	0.248761724203153
2468	Low WGD	0.1	15	19	Manhattan NJ	0.14312421226243
2469	Low WGD	0.1	15	19	Manhattan Min. Ev.	0.248761724203153
2470	Low WGD	0.1	15	19	MEDALT	1.0
2471	Low WGD	0.1	15	19	MEDICC2	0.0936378757288935
2472	Low WGD	0.01	20	18	Euclidean NJ	0.0622596297044339
2473	Low WGD	0.01	20	18	Euclidean Min. Ev.	0.0
2474	Low WGD	0.01	20	18	Manhattan NJ	0.0
2475	Low WGD	0.01	20	18	Manhattan Min. Ev.	0.0
2476	Low WGD	0.01	20	18	MEDALT	0.328826561506363
2477	Low WGD	0.01	20	18	MEDICC2	0.0
2478	High WGD	0.025	3	21	Euclidean NJ	0
2479	High WGD	0.025	3	21	Euclidean Min. Ev.	1
2480	High WGD	0.025	3	21	Manhattan NJ	0
2481	High WGD	0.025	3	21	Manhattan Min. Ev.	1
2482	High WGD	0.025	3	21	MEDALT	1
2483	High WGD	0.025	3	21	MEDICC2	0
2484	Low WGD	0.075	10	4	Euclidean NJ	0
2485	Low WGD	0.075	10	4	Euclidean Min. Ev.	0
2486	Low WGD	0.075	10	4	Manhattan NJ	0
2487	Low WGD	0.075	10	4	Manhattan Min. Ev.	0
2488	Low WGD	0.075	10	4	MEDALT	1
2489	Low WGD	0.075	10	4	MEDICC2	0
2490	Low WGD	0.05	100	13	Euclidean NJ	0.272515506370128
2491	Low WGD	0.05	100	13	Euclidean Min. Ev.	0.286277104605321
2492	Low WGD	0.05	100	13	Manhattan NJ	0.123346907294241
2493	Low WGD	0.05	100	13	Manhattan Min. Ev.	0.286277104605321
2494	Low WGD	0.05	100	13	MEDALT	0.586586394863038
2495	Low WGD	0.05	100	13	MEDICC2	0.152051184277052
2496	No WGD	0.1	5	24	Euclidean NJ	0.0
2497	No WGD	0.1	5	24	Euclidean Min. Ev.	0.343074842208707
2498	No WGD	0.1	5	24	Manhattan NJ	0.0
2499	No WGD	0.1	5	24	Manhattan Min. Ev.	0.343074842208707
2500	No WGD	0.1	5	24	MEDALT	1.0
2501	No WGD	0.1	5	24	MEDICC2	0.0
2502	No WGD	0.01	5	10	Euclidean NJ	0.0
2503	No WGD	0.01	5	10	Euclidean Min. Ev.	0.0
2504	No WGD	0.01	5	10	Manhattan NJ	0.0
2505	No WGD	0.01	5	10	Manhattan Min. Ev.	0.0
2506	No WGD	0.01	5	10	MEDALT	0.238253689617757
2507	No WGD	0.01	5	10	MEDICC2	0.0
2508	Low WGD	0.025	500	1	Euclidean NJ	0.208192184380836
2509	Low WGD	0.025	500	1	Euclidean Min. Ev.	0.157595572292058
2510	Low WGD	0.025	500	1	Manhattan NJ	0.129121254798719
2511	Low WGD	0.025	500	1	Manhattan Min. Ev.	0.157595572292058
2512	Low WGD	0.025	500	1	MEDALT	0.515932363225568
2513	Low WGD	0.025	500	1	MEDICC2	0.137942068831045
2514	High WGD	0.1	20	24	Euclidean NJ	0.119336088676789
2515	High WGD	0.1	20	24	Euclidean Min. Ev.	0.0666556884747542
2516	High WGD	0.1	20	24	Manhattan NJ	0.101663389450998
2517	High WGD	0.1	20	24	Manhattan Min. Ev.	0.0666556884747542
2518	High WGD	0.1	20	24	MEDALT	0.635371262126638
2519	High WGD	0.1	20	24	MEDICC2	0.134246633304596
2520	Low WGD	0.01	250	12	Euclidean NJ	0.208034688025184
2521	Low WGD	0.01	250	12	Euclidean Min. Ev.	0.167953004430653
2522	Low WGD	0.01	250	12	Manhattan NJ	0.196369519561207
2523	Low WGD	0.01	250	12	Manhattan Min. Ev.	0.167953004430653
2524	Low WGD	0.01	250	12	MEDALT	0.363443838516562
2525	Low WGD	0.01	250	12	MEDICC2	0.136003529960371
2526	Low WGD	0.075	10	10	Euclidean NJ	0.217122881677291
2527	Low WGD	0.075	10	10	Euclidean Min. Ev.	0.217122881677291
2528	Low WGD	0.075	10	10	Manhattan NJ	0.0
2529	Low WGD	0.075	10	10	Manhattan Min. Ev.	0.217122881677291
2530	Low WGD	0.075	10	10	MEDALT	0.612080578344963
2531	Low WGD	0.075	10	10	MEDICC2	0.0
2532	Low WGD	0.05	3	16	Euclidean NJ	0
2533	Low WGD	0.05	3	16	Euclidean Min. Ev.	0
2534	Low WGD	0.05	3	16	Manhattan NJ	0
2535	Low WGD	0.05	3	16	Manhattan Min. Ev.	0
2536	Low WGD	0.05	3	16	MEDALT	1
2537	Low WGD	0.05	3	16	MEDICC2	0
2538	No WGD	0.05	10	16	Euclidean NJ	0.123487164746886
2539	No WGD	0.05	10	16	Euclidean Min. Ev.	0.123487164746886
2540	No WGD	0.05	10	16	Manhattan NJ	0.0
2541	No WGD	0.05	10	16	Manhattan Min. Ev.	0.123487164746886
2542	No WGD	0.05	10	16	MEDALT	0.456225311864273
2543	No WGD	0.05	10	16	MEDICC2	0.0
2544	Low WGD	0.01	3	17	Euclidean NJ	0
2545	Low WGD	0.01	3	17	Euclidean Min. Ev.	0
2546	Low WGD	0.01	3	17	Manhattan NJ	0
2547	Low WGD	0.01	3	17	Manhattan Min. Ev.	0
2548	Low WGD	0.01	3	17	MEDALT	0
2549	Low WGD	0.01	3	17	MEDICC2	0
2550	Low WGD	0.025	500	13	Euclidean NJ	0.189725949511001
2551	Low WGD	0.025	500	13	Euclidean Min. Ev.	0.202003666593806
2552	Low WGD	0.025	500	13	Manhattan NJ	0.14511922210159
2553	Low WGD	0.025	500	13	Manhattan Min. Ev.	0.202003666593806
2554	Low WGD	0.025	500	13	MEDALT	0.514924637118069
2555	Low WGD	0.025	500	13	MEDICC2	0.116240736799095
2556	High WGD	0.1	5	20	Euclidean NJ	0.0
2557	High WGD	0.1	5	20	Euclidean Min. Ev.	0.0
2558	High WGD	0.1	5	20	Manhattan NJ	0.343074842208707
2559	High WGD	0.1	5	20	Manhattan Min. Ev.	0.0
2560	High WGD	0.1	5	20	MEDALT	1.0
2561	High WGD	0.1	5	20	MEDICC2	0.343074842208707
2562	High WGD	0.075	3	13	Euclidean NJ	0
2563	High WGD	0.075	3	13	Euclidean Min. Ev.	0
2564	High WGD	0.075	3	13	Manhattan NJ	0
2565	High WGD	0.075	3	13	Manhattan Min. Ev.	0
2566	High WGD	0.075	3	13	MEDALT	0
2567	High WGD	0.075	3	13	MEDICC2	0
2568	No WGD	0.05	5	14	Euclidean NJ	0.308181620264318
2569	No WGD	0.05	5	14	Euclidean Min. Ev.	0.308181620264318
2570	No WGD	0.05	5	14	Manhattan NJ	0.0
2571	No WGD	0.05	5	14	Manhattan Min. Ev.	0.308181620264318
2572	No WGD	0.05	5	14	MEDALT	0.510879708899193
2573	No WGD	0.05	5	14	MEDICC2	0.0
2574	No WGD	0.05	5	9	Euclidean NJ	0.308181620264318
2575	No WGD	0.05	5	9	Euclidean Min. Ev.	0.308181620264318
2576	No WGD	0.05	5	9	Manhattan NJ	0.308181620264318
2577	No WGD	0.05	5	9	Manhattan Min. Ev.	0.308181620264318
2578	No WGD	0.05	5	9	MEDALT	1.0
2579	No WGD	0.05	5	9	MEDICC2	0.308181620264318
2580	Low WGD	0.025	250	8	Euclidean NJ	0.180139485034624
2581	Low WGD	0.025	250	8	Euclidean Min. Ev.	0.127079333832753
2582	Low WGD	0.025	250	8	Manhattan NJ	0.093244199575708
2583	Low WGD	0.025	250	8	Manhattan Min. Ev.	0.127079333832753
2584	Low WGD	0.025	250	8	MEDALT	0.493695606632543
2585	Low WGD	0.025	250	8	MEDICC2	0.0826065686244724
2586	No WGD	0.05	5	1	Euclidean NJ	0
2587	No WGD	0.05	5	1	Euclidean Min. Ev.	0
2588	No WGD	0.05	5	1	Manhattan NJ	0
2589	No WGD	0.05	5	1	Manhattan Min. Ev.	0
2590	No WGD	0.05	5	1	MEDALT	1
2591	No WGD	0.05	5	1	MEDICC2	0
2592	No WGD	0.1	20	11	Euclidean NJ	0.160392406601624
2593	No WGD	0.1	20	11	Euclidean Min. Ev.	0.0776815869523061
2594	No WGD	0.1	20	11	Manhattan NJ	0.135413353785153
2595	No WGD	0.1	20	11	Manhattan Min. Ev.	0.0776815869523061
2596	No WGD	0.1	20	11	MEDALT	0.721115671340512
2597	No WGD	0.1	20	11	MEDICC2	0.0801548232953355
2598	Low WGD	0.075	5	13	Euclidean NJ	0
2599	Low WGD	0.075	5	13	Euclidean Min. Ev.	0
2600	Low WGD	0.075	5	13	Manhattan NJ	0
2601	Low WGD	0.075	5	13	Manhattan Min. Ev.	0
2602	Low WGD	0.075	5	13	MEDALT	1
2603	Low WGD	0.075	5	13	MEDICC2	0
2604	Low WGD	0.025	15	13	Euclidean NJ	0.105687716552967
2605	Low WGD	0.025	15	13	Euclidean Min. Ev.	0.163018484659562
2606	Low WGD	0.025	15	13	Manhattan NJ	0.105687716552967
2607	Low WGD	0.025	15	13	Manhattan Min. Ev.	0.163018484659562
2608	Low WGD	0.025	15	13	MEDALT	0.560905562947662
2609	Low WGD	0.025	15	13	MEDICC2	0.0486518327042976
2610	High WGD	0.025	20	14	Euclidean NJ	0.180727617695755
2611	High WGD	0.025	20	14	Euclidean Min. Ev.	0.180727617695755
2612	High WGD	0.025	20	14	Manhattan NJ	0.129954001270121
2613	High WGD	0.025	20	14	Manhattan Min. Ev.	0.180727617695755
2614	High WGD	0.025	20	14	MEDALT	0.433355862835253
2615	High WGD	0.025	20	14	MEDICC2	0.0
2616	Low WGD	0.1	5	5	Euclidean NJ	0.0
2617	Low WGD	0.1	5	5	Euclidean Min. Ev.	0.0
2618	Low WGD	0.1	5	5	Manhattan NJ	0.0
2619	Low WGD	0.1	5	5	Manhattan Min. Ev.	0.0
2620	Low WGD	0.1	5	5	MEDALT	0.510879708899193
2621	Low WGD	0.1	5	5	MEDICC2	0.0
2622	Low WGD	0.025	250	10	Euclidean NJ	0.191620689049324
2623	Low WGD	0.025	250	10	Euclidean Min. Ev.	0.182975914842387
2624	Low WGD	0.025	250	10	Manhattan NJ	0.136268346436327
2625	Low WGD	0.025	250	10	Manhattan Min. Ev.	0.182975914842387
2626	Low WGD	0.025	250	10	MEDALT	0.443615002365293
2627	Low WGD	0.025	250	10	MEDICC2	0.111438665338967
2628	No WGD	0.1	10	18	Euclidean NJ	0.144506919596903
2629	No WGD	0.1	10	18	Euclidean Min. Ev.	0.144506919596903
2630	No WGD	0.1	10	18	Manhattan NJ	0.0
2631	No WGD	0.1	10	18	Manhattan Min. Ev.	0.144506919596903
2632	No WGD	0.1	10	18	MEDALT	0.80462226058737
2633	No WGD	0.1	10	18	MEDICC2	0.0
2634	Low WGD	0.05	500	12	Euclidean NJ	0.204983077784596
2635	Low WGD	0.05	500	12	Euclidean Min. Ev.	0.219325808093568
2636	Low WGD	0.05	500	12	Manhattan NJ	0.141056404842393
2637	Low WGD	0.05	500	12	Manhattan Min. Ev.	0.219325808093568
2638	Low WGD	0.05	500	12	MEDALT	0.684118095620594
2639	Low WGD	0.05	500	12	MEDICC2	0.12131226024623
2640	High WGD	0.1	5	2	Euclidean NJ	0
2641	High WGD	0.1	5	2	Euclidean Min. Ev.	0
2642	High WGD	0.1	5	2	Manhattan NJ	0
2643	High WGD	0.1	5	2	Manhattan Min. Ev.	0
2644	High WGD	0.1	5	2	MEDALT	1
2645	High WGD	0.1	5	2	MEDICC2	0
2646	High WGD	0.05	15	17	Euclidean NJ	0.245217390231472
2647	High WGD	0.05	15	17	Euclidean Min. Ev.	0.210642969890508
2648	High WGD	0.05	15	17	Manhattan NJ	0.127422255805402
2649	High WGD	0.05	15	17	Manhattan Min. Ev.	0.210642969890508
2650	High WGD	0.05	15	17	MEDALT	1.0
2651	High WGD	0.05	15	17	MEDICC2	0.0
2652	No WGD	0.01	15	13	Euclidean NJ	0.0
2653	No WGD	0.01	15	13	Euclidean Min. Ev.	0.0819623928137828
2654	No WGD	0.01	15	13	Manhattan NJ	0.0502416465874649
2655	No WGD	0.01	15	13	Manhattan Min. Ev.	0.0819623928137828
2656	No WGD	0.01	15	13	MEDALT	0.378801382301982
2657	No WGD	0.01	15	13	MEDICC2	0.0
2658	High WGD	0.075	20	20	Euclidean NJ	0.204377793944761
2659	High WGD	0.075	20	20	Euclidean Min. Ev.	0.156963681893636
2660	High WGD	0.075	20	20	Manhattan NJ	0.0716845564585778
2661	High WGD	0.075	20	20	Manhattan Min. Ev.	0.156963681893636
2662	High WGD	0.075	20	20	MEDALT	0.536273622232358
2663	High WGD	0.075	20	20	MEDICC2	0.0716845564585778
2664	Low WGD	0.01	20	8	Euclidean NJ	0.0299636812479968
2665	Low WGD	0.01	20	8	Euclidean Min. Ev.	0.0
2666	Low WGD	0.01	20	8	Manhattan NJ	0.0840298439437711
2667	Low WGD	0.01	20	8	Manhattan Min. Ev.	0.0
2668	Low WGD	0.01	20	8	MEDALT	0.383574570083174
2669	Low WGD	0.01	20	8	MEDICC2	0.0599273624959942
2670	Low WGD	0.1	10	12	Euclidean NJ	0
2671	Low WGD	0.1	10	12	Euclidean Min. Ev.	0
2672	Low WGD	0.1	10	12	Manhattan NJ	0
2673	Low WGD	0.1	10	12	Manhattan Min. Ev.	0
2674	Low WGD	0.1	10	12	MEDALT	1
2675	Low WGD	0.1	10	12	MEDICC2	0
2676	Low WGD	0.025	3	23	Euclidean NJ	0.0
2677	Low WGD	0.025	3	23	Euclidean Min. Ev.	0.0
2678	Low WGD	0.025	3	23	Manhattan NJ	0.0
2679	Low WGD	0.025	3	23	Manhattan Min. Ev.	0.0
2680	Low WGD	0.025	3	23	MEDALT	0.288579816205562
2681	Low WGD	0.025	3	23	MEDICC2	0.0
2682	Low WGD	0.01	15	0	Euclidean NJ	0.0
2683	Low WGD	0.01	15	0	Euclidean Min. Ev.	0.0604517652376571
2684	Low WGD	0.01	15	0	Manhattan NJ	0.0686381199486377
2685	Low WGD	0.01	15	0	Manhattan Min. Ev.	0.0604517652376571
2686	Low WGD	0.01	15	0	MEDALT	0.329116644805034
2687	Low WGD	0.01	15	0	MEDICC2	0.137721959838338
2688	High WGD	0.01	20	19	Euclidean NJ	0.277930617178875
2689	High WGD	0.01	20	19	Euclidean Min. Ev.	0.277930617178875
2690	High WGD	0.01	20	19	Manhattan NJ	0.198286045511614
2691	High WGD	0.01	20	19	Manhattan Min. Ev.	0.277930617178875
2692	High WGD	0.01	20	19	MEDALT	0.35936126688652
2693	High WGD	0.01	20	19	MEDICC2	0.111799514543434
2694	High WGD	0.1	20	13	Euclidean NJ	0.212009815949789
2695	High WGD	0.1	20	13	Euclidean Min. Ev.	0.212009815949789
2696	High WGD	0.1	20	13	Manhattan NJ	0.0992685645543874
2697	High WGD	0.1	20	13	Manhattan Min. Ev.	0.212009815949789
2698	High WGD	0.1	20	13	MEDALT	0.779359567006653
2699	High WGD	0.1	20	13	MEDICC2	0.0550598323596959
2700	Low WGD	0.025	15	4	Euclidean NJ	0.0629879272385453
2701	Low WGD	0.025	15	4	Euclidean Min. Ev.	0.0629879272385453
2702	Low WGD	0.025	15	4	Manhattan NJ	0.0629879272385453
2703	Low WGD	0.025	15	4	Manhattan Min. Ev.	0.0629879272385453
2704	Low WGD	0.025	15	4	MEDALT	0.445291653319647
2705	Low WGD	0.025	15	4	MEDICC2	0.0629879272385453
2706	Low WGD	0.01	20	10	Euclidean NJ	0.137290737513304
2707	Low WGD	0.01	20	10	Euclidean Min. Ev.	0.193375489478925
2708	Low WGD	0.01	20	10	Manhattan NJ	0.178446166967762
2709	Low WGD	0.01	20	10	Manhattan Min. Ev.	0.193375489478925
2710	Low WGD	0.01	20	10	MEDALT	0.34626129727032
2711	Low WGD	0.01	20	10	MEDICC2	0.109434640060123
2712	Low WGD	0.1	5	9	Euclidean NJ	0.308181620264318
2713	Low WGD	0.1	5	9	Euclidean Min. Ev.	0.308181620264318
2714	Low WGD	0.1	5	9	Manhattan NJ	0.0
2715	Low WGD	0.1	5	9	Manhattan Min. Ev.	0.308181620264318
2716	Low WGD	0.1	5	9	MEDALT	0.510879708899193
2717	Low WGD	0.1	5	9	MEDICC2	0.0
2718	High WGD	0.075	10	17	Euclidean NJ	0.110132382852678
2719	High WGD	0.075	10	17	Euclidean Min. Ev.	0.110132382852678
2720	High WGD	0.075	10	17	Manhattan NJ	0.110132382852678
2721	High WGD	0.075	10	17	Manhattan Min. Ev.	0.110132382852678
2722	High WGD	0.075	10	17	MEDALT	1.0
2723	High WGD	0.075	10	17	MEDICC2	0.0
2724	No WGD	0.025	20	6	Euclidean NJ	0.128872271250036
2725	No WGD	0.025	20	6	Euclidean Min. Ev.	0.187813720105491
2726	No WGD	0.025	20	6	Manhattan NJ	0.0
2727	No WGD	0.025	20	6	Manhattan Min. Ev.	0.187813720105491
2728	No WGD	0.025	20	6	MEDALT	0.462026185069076
2729	No WGD	0.025	20	6	MEDICC2	0.106634595706425
2730	Low WGD	0.025	500	19	Euclidean NJ	0.164625222530479
2731	Low WGD	0.025	500	19	Euclidean Min. Ev.	0.17504418200584
2732	Low WGD	0.025	500	19	Manhattan NJ	0.141405248399521
2733	Low WGD	0.025	500	19	Manhattan Min. Ev.	0.17504418200584
2734	Low WGD	0.025	500	19	MEDALT	0.4746624048604
2735	Low WGD	0.025	500	19	MEDICC2	0.115314659052931
2736	Low WGD	0.05	15	4	Euclidean NJ	0.130520059646996
2737	Low WGD	0.05	15	4	Euclidean Min. Ev.	0.128844006563488
2738	Low WGD	0.05	15	4	Manhattan NJ	0.0
2739	Low WGD	0.05	15	4	Manhattan Min. Ev.	0.128844006563488
2740	Low WGD	0.05	15	4	MEDALT	0.687267733838943
2741	Low WGD	0.05	15	4	MEDICC2	0.0
2742	Low WGD	0.1	20	24	Euclidean NJ	0.138996446451863
2743	Low WGD	0.1	20	24	Euclidean Min. Ev.	0.138996446451863
2744	Low WGD	0.1	20	24	Manhattan NJ	0.126178906955611
2745	Low WGD	0.1	20	24	Manhattan Min. Ev.	0.138996446451863
2746	Low WGD	0.1	20	24	MEDALT	0.83082677703779
2747	Low WGD	0.1	20	24	MEDICC2	0.0433547502090154
2748	No WGD	0.05	20	19	Euclidean NJ	0.190692275039741
2749	No WGD	0.05	20	19	Euclidean Min. Ev.	0.0952805362034058
2750	No WGD	0.05	20	19	Manhattan NJ	0.0
2751	No WGD	0.05	20	19	Manhattan Min. Ev.	0.0952805362034058
2752	No WGD	0.05	20	19	MEDALT	0.683256884205921
2753	No WGD	0.05	20	19	MEDICC2	0.0623534357430852
2754	No WGD	0.01	15	3	Euclidean NJ	0.217763481853302
2755	No WGD	0.01	15	3	Euclidean Min. Ev.	0.260836963847096
2756	No WGD	0.01	15	3	Manhattan NJ	0.151502827387413
2757	No WGD	0.01	15	3	Manhattan Min. Ev.	0.260836963847096
2758	No WGD	0.01	15	3	MEDALT	0.257128072252933
2759	No WGD	0.01	15	3	MEDICC2	0.074555775812511
2760	Low WGD	0.075	3	2	Euclidean NJ	0
2761	Low WGD	0.075	3	2	Euclidean Min. Ev.	0
2762	Low WGD	0.075	3	2	Manhattan NJ	0
2763	Low WGD	0.075	3	2	Manhattan Min. Ev.	0
2764	Low WGD	0.075	3	2	MEDALT	1
2765	Low WGD	0.075	3	2	MEDICC2	0
2766	Low WGD	0.05	50	2	Euclidean NJ	0.174795740031633
2767	Low WGD	0.05	50	2	Euclidean Min. Ev.	0.188007901528682
2768	Low WGD	0.05	50	2	Manhattan NJ	0.103007762005163
2769	Low WGD	0.05	50	2	Manhattan Min. Ev.	0.188007901528682
2770	Low WGD	0.05	50	2	MEDALT	0.761404880024094
2771	Low WGD	0.05	50	2	MEDICC2	0.0547719217203912
2772	Low WGD	0.075	20	15	Euclidean NJ	0.204506474874484
