tag	rep	length	Time	Algorithm	WGD
no_wgd_legacy	27	60	0.29513096809387207	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	27	80	0.39556264877319336	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	27	100	0.5330116748809814	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	27	120	0.638974666595459	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	27	140	0.7302162647247314	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	27	160	0.8457286357879639	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	27	180	0.9358580112457275	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	27	200	1.0293402671813965	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	28	20	0.10830950736999512	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	28	40	0.19197416305541992	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	28	60	0.308640718460083	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	28	80	0.3995215892791748	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	28	100	0.5237069129943848	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	28	120	0.6275160312652588	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	28	140	0.7157986164093018	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	28	160	0.8344833850860596	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	28	180	0.9945082664489746	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	28	200	1.0692031383514404	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	29	20	0.1111612319946289	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	29	40	0.19478058815002441	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	29	60	0.2950119972229004	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	29	80	0.4014136791229248	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	29	100	0.49357056617736816	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	29	120	0.6236460208892822	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	29	140	0.7596426010131836	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	29	160	0.8185784816741943	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	29	180	0.9264862537384033	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	29	200	1.0641043186187744	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	30	20	0.10682010650634766	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	30	40	0.19322490692138672	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	30	60	0.296405553817749	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	30	80	0.39426231384277344	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	30	100	0.4931776523590088	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	30	120	0.5976862907409668	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	30	140	0.7046756744384766	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	30	160	0.8081262111663818	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	30	180	0.929743766784668	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	30	200	1.0066916942596436	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	31	20	0.11396670341491699	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	31	40	0.18996214866638184	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	31	60	0.2872426509857178	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	31	80	0.3900585174560547	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	31	100	0.49070024490356445	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	31	120	0.593315839767456	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	31	140	0.691993236541748	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	31	160	0.7887983322143555	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	31	180	0.8910262584686279	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	31	200	1.015298843383789	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	32	20	0.10767793655395508	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	32	40	0.18781709671020508	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	32	60	0.2885277271270752	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	32	80	0.39422106742858887	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	32	100	0.49272751808166504	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	32	120	0.6278228759765625	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	32	140	0.6920125484466553	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	32	160	0.7946491241455078	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	32	180	0.901930570602417	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	32	200	1.0095767974853516	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	33	20	0.10475015640258789	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	33	40	0.19112396240234375	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	33	60	0.29242396354675293	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	33	80	0.38427281379699707	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	33	100	0.4888327121734619	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	33	120	0.5932860374450684	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	33	140	0.6924247741699219	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	33	160	0.7957141399383545	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	33	180	0.9029831886291504	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	33	200	0.9993047714233398	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	34	20	0.10607576370239258	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	34	40	0.1896214485168457	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	34	60	0.29343390464782715	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	34	80	0.3951756954193115	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	34	100	0.5038092136383057	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	34	120	0.6538605690002441	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	34	140	0.731029748916626	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	34	160	0.858325719833374	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	34	180	1.1869595050811768	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	34	200	1.7546930313110352	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	35	20	0.2007756233215332	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	35	40	0.37511777877807617	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	35	60	0.43932461738586426	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	35	80	0.5282957553863525	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	35	100	0.643341064453125	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	35	120	0.6387090682983398	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	35	140	0.7450761795043945	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	35	160	0.9023370742797852	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	35	180	1.0784204006195068	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	35	200	1.22440767288208	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	36	20	0.12387299537658691	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	36	40	0.20823216438293457	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	36	60	0.34847068786621094	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	36	80	0.43752217292785645	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	36	100	0.5626616477966309	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	36	120	0.6506867408752441	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	36	140	0.7869775295257568	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	36	160	0.8752858638763428	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	36	180	1.0047690868377686	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	36	200	1.1181745529174805	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	37	20	0.16296648979187012	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	37	40	0.2460336685180664	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	37	60	0.37450098991394043	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	37	80	0.4841127395629883	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	37	100	0.7587370872497559	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	37	120	0.6663222312927246	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	37	140	0.7530624866485596	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	37	160	0.8783557415008545	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	37	180	1.0592188835144043	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	37	200	1.0920984745025635	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	38	20	0.11079883575439453	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	38	40	0.19937348365783691	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	38	60	0.31644201278686523	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	38	80	0.4426288604736328	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	38	100	0.7531602382659912	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	38	120	0.7088611125946045	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	38	140	0.7517590522766113	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	38	160	0.8383004665374756	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	38	180	0.9746184349060059	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	38	200	1.0966482162475586	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	39	20	0.11637401580810547	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	39	40	0.20340752601623535	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	39	60	0.31292009353637695	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	39	80	0.40791916847229004	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	39	100	0.5391137599945068	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	39	120	0.7165350914001465	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	39	140	1.0295908451080322	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	39	160	1.1314465999603271	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	39	180	1.0638360977172852	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	39	200	1.1815414428710938	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	40	20	0.1212005615234375	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	40	40	0.21641874313354492	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	40	60	0.33997154235839844	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	40	80	0.4527308940887451	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	40	100	0.5672261714935303	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	40	120	0.6974785327911377	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	40	140	0.7866618633270264	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	40	160	0.8784918785095215	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	40	180	0.9803643226623535	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	40	200	1.1227219104766846	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	41	20	0.10579609870910645	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	41	40	0.20917725563049316	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	41	60	0.29220008850097656	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	41	80	0.3990340232849121	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	41	100	0.5313336849212646	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	41	120	0.6679224967956543	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	41	140	0.7849135398864746	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	41	160	0.8744518756866455	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	41	180	1.1022109985351562	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	41	200	1.1772150993347168	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	42	20	0.11996650695800781	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	42	40	0.22060728073120117	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	42	60	0.32653188705444336	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	42	80	0.4291081428527832	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	42	100	0.5247642993927002	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	42	120	0.6741342544555664	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	42	140	0.8246266841888428	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	42	160	0.8880102634429932	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	42	180	0.977257251739502	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	42	200	1.1512658596038818	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	43	20	0.1102144718170166	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	43	40	0.18944025039672852	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	43	60	0.3514139652252197	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	43	80	0.44686293601989746	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	43	100	0.517796516418457	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	43	120	0.5869228839874268	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	43	140	0.7213313579559326	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	43	160	0.860055685043335	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	43	180	0.9154980182647705	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	43	200	1.1303386688232422	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	44	20	0.11526083946228027	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	44	40	0.22035884857177734	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	44	60	0.3466801643371582	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	44	80	0.4514608383178711	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	44	100	0.5615050792694092	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	44	120	0.6521613597869873	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	44	140	0.7648169994354248	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	44	160	0.8064589500427246	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	44	180	0.9481685161590576	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	44	200	1.0555143356323242	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	45	20	0.1103670597076416	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	45	40	0.19917654991149902	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	45	60	0.30312252044677734	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	45	80	0.4215385913848877	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	45	100	0.5182747840881348	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	45	120	0.6255085468292236	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	45	140	0.7365114688873291	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	45	160	0.9245569705963135	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	45	180	1.0662147998809814	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	45	200	1.1205592155456543	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	46	20	0.12693071365356445	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	46	40	0.2088782787322998	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	46	60	0.3226959705352783	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	46	80	0.421201229095459	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	46	100	0.5824086666107178	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	46	120	0.6429963111877441	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	46	140	0.8178675174713135	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	46	160	0.9822981357574463	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	46	180	1.0504999160766602	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	46	200	1.074601650238037	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	47	20	0.11365723609924316	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	47	40	0.20347976684570312	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	47	60	0.3265726566314697	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	47	80	0.4395334720611572	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	47	100	0.5611765384674072	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	47	120	0.6660842895507812	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	47	140	0.7740778923034668	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	47	160	0.9222702980041504	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	47	180	1.0280451774597168	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	47	200	1.0623903274536133	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	48	20	0.11136054992675781	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	48	40	0.20900774002075195	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	48	60	0.33438730239868164	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	48	80	0.39874911308288574	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	48	100	0.48146510124206543	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	48	120	0.6161017417907715	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	48	140	0.789909839630127	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	48	160	0.89227294921875	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	48	180	0.9205212593078613	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	48	200	1.1076970100402832	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	49	20	0.12844443321228027	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	49	40	0.23953580856323242	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	49	60	0.3482820987701416	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	49	80	0.4531362056732178	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	49	100	0.5561046600341797	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	49	120	0.6359658241271973	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	49	140	0.7170352935791016	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	49	160	0.7934801578521729	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	49	180	0.9243533611297607	"Legacy composition
(Schwarz et al. 2014)"	No WGD
no_wgd_legacy	49	200	1.0759527683258057	"Legacy composition
(Schwarz et al. 2014)"	No WGD
wgd_kernel	0	20	0.0017695426940917969	Lazy kernel composition	WGD
wgd_kernel	0	40	0.007885456085205078	Lazy kernel composition	WGD
wgd_kernel	0	60	0.016160964965820312	Lazy kernel composition	WGD
wgd_kernel	0	80	0.023834228515625	Lazy kernel composition	WGD
wgd_kernel	0	100	0.032892704010009766	Lazy kernel composition	WGD
wgd_kernel	0	120	0.041674137115478516	Lazy kernel composition	WGD
wgd_kernel	0	140	0.04828047752380371	Lazy kernel composition	WGD
wgd_kernel	0	160	0.05248093605041504	Lazy kernel composition	WGD
wgd_kernel	0	180	0.06098318099975586	Lazy kernel composition	WGD
wgd_kernel	0	200	0.06608128547668457	Lazy kernel composition	WGD
wgd_kernel	1	20	0.0015950202941894531	Lazy kernel composition	WGD
wgd_kernel	1	40	0.006978034973144531	Lazy kernel composition	WGD
wgd_kernel	1	60	0.015738964080810547	Lazy kernel composition	WGD
wgd_kernel	1	80	0.041196584701538086	Lazy kernel composition	WGD
wgd_kernel	1	100	0.04855060577392578	Lazy kernel composition	WGD
wgd_kernel	1	120	0.038341522216796875	Lazy kernel composition	WGD
wgd_kernel	1	140	0.047606468200683594	Lazy kernel composition	WGD
wgd_kernel	1	160	0.06306600570678711	Lazy kernel composition	WGD
wgd_kernel	1	180	0.0637965202331543	Lazy kernel composition	WGD
wgd_kernel	1	200	0.06897521018981934	Lazy kernel composition	WGD
wgd_kernel	2	20	0.0016436576843261719	Lazy kernel composition	WGD
wgd_kernel	2	40	0.0071582794189453125	Lazy kernel composition	WGD
wgd_kernel	2	60	0.014693975448608398	Lazy kernel composition	WGD
wgd_kernel	2	80	0.02199697494506836	Lazy kernel composition	WGD
wgd_kernel	2	100	0.02972555160522461	Lazy kernel composition	WGD
wgd_kernel	2	120	0.03669238090515137	Lazy kernel composition	WGD
wgd_kernel	2	140	0.04391765594482422	Lazy kernel composition	WGD
wgd_kernel	2	160	0.054819345474243164	Lazy kernel composition	WGD
wgd_kernel	2	180	0.05971193313598633	Lazy kernel composition	WGD
wgd_kernel	2	200	0.06807589530944824	Lazy kernel composition	WGD
wgd_kernel	3	20	0.0016977787017822266	Lazy kernel composition	WGD
wgd_kernel	3	40	0.007253885269165039	Lazy kernel composition	WGD
wgd_kernel	3	60	0.014540672302246094	Lazy kernel composition	WGD
wgd_kernel	3	80	0.022166013717651367	Lazy kernel composition	WGD
wgd_kernel	3	100	0.031230449676513672	Lazy kernel composition	WGD
wgd_kernel	3	120	0.03907012939453125	Lazy kernel composition	WGD
wgd_kernel	3	140	0.046317100524902344	Lazy kernel composition	WGD
wgd_kernel	3	160	0.06163811683654785	Lazy kernel composition	WGD
wgd_kernel	3	180	0.06310081481933594	Lazy kernel composition	WGD
wgd_kernel	3	200	0.07092761993408203	Lazy kernel composition	WGD
wgd_kernel	4	20	0.0017459392547607422	Lazy kernel composition	WGD
wgd_kernel	4	40	0.007468461990356445	Lazy kernel composition	WGD
wgd_kernel	4	60	0.015258073806762695	Lazy kernel composition	WGD
wgd_kernel	4	80	0.02301168441772461	Lazy kernel composition	WGD
wgd_kernel	4	100	0.031659841537475586	Lazy kernel composition	WGD
wgd_kernel	4	120	0.03884243965148926	Lazy kernel composition	WGD
wgd_kernel	4	140	0.05177593231201172	Lazy kernel composition	WGD
wgd_kernel	4	160	0.08258795738220215	Lazy kernel composition	WGD
wgd_kernel	4	180	0.0716712474822998	Lazy kernel composition	WGD
wgd_kernel	4	200	0.07389521598815918	Lazy kernel composition	WGD
wgd_kernel	5	20	0.0018405914306640625	Lazy kernel composition	WGD
wgd_kernel	5	40	0.0074846744537353516	Lazy kernel composition	WGD
wgd_kernel	5	60	0.015491485595703125	Lazy kernel composition	WGD
wgd_kernel	5	80	0.023268699645996094	Lazy kernel composition	WGD
wgd_kernel	5	100	0.03259992599487305	Lazy kernel composition	WGD
wgd_kernel	5	120	0.04322385787963867	Lazy kernel composition	WGD
wgd_kernel	5	140	0.0607144832611084	Lazy kernel composition	WGD
wgd_kernel	5	160	0.060170650482177734	Lazy kernel composition	WGD
wgd_kernel	5	180	0.06748151779174805	Lazy kernel composition	WGD
wgd_kernel	5	200	0.07383179664611816	Lazy kernel composition	WGD
wgd_kernel	6	20	0.001852273941040039	Lazy kernel composition	WGD
wgd_kernel	6	40	0.007955074310302734	Lazy kernel composition	WGD
wgd_kernel	6	60	0.020829200744628906	Lazy kernel composition	WGD
wgd_kernel	6	80	0.030737876892089844	Lazy kernel composition	WGD
wgd_kernel	6	100	0.03361344337463379	Lazy kernel composition	WGD
wgd_kernel	6	120	0.04215431213378906	Lazy kernel composition	WGD
wgd_kernel	6	140	0.060521841049194336	Lazy kernel composition	WGD
